,action_type,loc_x,loc_y,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_zone_area,shot_zone_basic,game_date,matchup,opponent,shot_id,time_remaining
25106,3,-25,205,4,1,0,3,3,20,1.0,4,0,1134,1,15,25107,243
25107,1,0,0,2,1,0,3,20,0,1.0,4,1,1134,1,15,25108,140
25109,0,-134,-27,9,2,0,3,31,13,0.0,1,0,1134,1,15,25110,571
25110,0,-3,76,9,2,0,3,8,7,0.0,4,2,1134,1,15,25111,548
25114,0,111,239,3,2,0,3,13,26,0.0,3,3,1134,1,15,25115,193
25115,0,59,21,2,2,0,3,17,6,1.0,4,2,1134,1,15,25116,137
25116,4,0,0,0,2,0,3,39,0,0.0,4,1,1134,1,15,25117,39
25117,3,16,171,0,2,0,3,27,17,1.0,4,0,1134,1,15,25118,27
25119,2,0,0,8,3,0,3,47,0,1.0,4,1,1134,1,15,25120,527
25122,0,147,66,3,3,0,3,44,16,0.0,0,0,1134,1,15,25123,224
25124,0,-61,72,1,3,0,3,58,9,0.0,1,2,1134,1,15,25125,118
25125,0,-134,5,11,4,0,3,39,13,0.0,1,0,1134,1,15,25126,699
25126,0,-147,143,9,4,0,3,31,20,1.0,2,0,1134,1,15,25127,571
25127,0,-141,143,9,4,0,3,2,20,0.0,2,0,1134,1,15,25128,542
25128,4,0,0,11,1,0,3,37,0,0.0,4,1,1136,1,3,25129,697
25129,0,-31,89,9,1,0,3,30,9,0.0,4,2,1136,1,3,25130,570
25131,3,-156,5,3,1,0,3,22,15,1.0,1,0,1136,1,3,25132,202
25132,0,16,76,2,1,0,3,14,7,0.0,4,2,1136,1,3,25133,134
25134,1,0,0,1,1,0,3,11,0,1.0,4,1,1136,1,3,25135,71
25135,4,0,0,0,1,0,3,43,0,1.0,4,1,1136,1,3,25136,43
25136,0,89,166,6,2,0,3,13,18,1.0,3,0,1136,1,3,25137,373
25137,0,154,100,4,2,0,3,46,18,0.0,0,0,1136,1,3,25138,286
25138,0,123,216,1,2,0,3,10,24,0.0,3,3,1136,1,3,25139,70
25139,0,-12,205,3,3,0,3,28,20,0.0,4,0,1136,1,3,25140,208
25140,0,-179,124,9,1,0,3,39,21,1.0,1,0,1138,0,26,25141,579
25141,0,48,89,6,1,0,3,44,10,1.0,4,2,1138,0,26,25142,404
25142,4,0,0,4,1,0,3,35,0,1.0,4,1,1138,0,26,25143,275
25144,12,0,0,10,2,0,3,2,0,1.0,4,1,1138,0,26,25145,602
25145,0,-1,124,7,2,0,3,34,12,0.0,4,2,1138,0,26,25146,454
25149,0,-23,227,0,2,0,3,3,22,1.0,4,0,1138,0,26,25150,3
25150,12,0,0,9,3,0,3,49,0,1.0,4,1,1138,0,26,25151,589
25151,0,169,31,7,3,0,3,50,17,0.0,0,0,1138,0,26,25152,470
25152,0,-158,130,5,3,0,3,23,20,0.0,2,0,1138,0,26,25153,323
25153,0,175,27,4,3,0,3,26,17,0.0,0,0,1138,0,26,25154,266
25155,0,-96,134,0,3,0,3,55,16,1.0,2,0,1138,0,26,25156,55
25156,0,117,222,0,3,0,3,34,25,0.0,3,3,1138,0,26,25157,34
25157,0,12,175,5,4,0,3,54,17,0.0,4,0,1138,0,26,25158,354
25158,0,12,158,4,4,0,3,23,15,1.0,4,0,1138,0,26,25159,263
25159,0,-190,106,10,1,0,3,31,21,0.0,1,0,1139,0,10,25160,631
25160,3,5,57,10,1,0,3,7,5,1.0,4,2,1139,0,10,25161,607
25161,0,-1,246,7,1,0,3,15,24,0.0,4,3,1139,0,10,25162,435
25162,4,0,0,5,1,0,3,46,0,1.0,4,1,1139,0,10,25163,346
25163,4,0,0,3,1,0,3,39,0,1.0,4,1,1139,0,10,25164,219
25164,0,-139,134,2,1,0,3,21,19,1.0,2,0,1139,0,10,25165,141
25165,4,0,0,10,2,0,3,27,0,1.0,4,1,1139,0,10,25166,627
25166,2,0,0,8,2,0,3,29,0,0.0,4,1,1139,0,10,25167,509
25167,9,0,0,8,2,0,3,27,0,0.0,4,1,1139,0,10,25168,507
25169,0,121,151,1,2,0,3,55,19,0.0,3,0,1139,0,10,25170,115
25170,0,-117,40,0,2,0,3,9,12,0.0,1,0,1139,0,10,25171,9
25171,0,-227,-31,0,2,0,3,5,22,0.0,1,6,1139,0,10,25172,5
25172,3,-104,12,8,3,0,3,32,10,1.0,1,0,1139,0,10,25173,512
25173,3,59,53,7,3,0,3,1,7,0.0,4,2,1139,0,10,25174,421
25174,4,0,0,4,3,0,3,38,0,1.0,4,1,1139,0,10,25175,278
25175,0,70,100,3,3,0,3,38,12,0.0,0,2,1139,0,10,25176,218
25180,0,-38,40,2,4,0,3,56,5,1.0,4,2,1139,0,10,25181,176
25181,0,27,33,2,4,0,3,15,4,0.0,4,2,1139,0,10,25182,135
25182,0,-8,224,0,4,0,3,30,22,0.0,4,0,1139,0,10,25183,30
25183,0,132,130,10,1,0,3,37,18,1.0,3,0,1141,0,17,25184,637
25184,2,0,0,7,1,0,3,21,0,0.0,4,1,1141,0,17,25185,441
25185,0,-134,145,6,1,0,3,49,19,0.0,2,0,1141,0,17,25186,409
25186,2,0,0,6,1,0,3,39,0,1.0,4,1,1141,0,17,25187,399
25187,4,0,0,5,1,0,3,37,0,1.0,4,1,1141,0,17,25188,337
25188,0,-134,27,4,1,0,3,2,13,0.0,1,0,1141,0,17,25189,242
25189,0,169,33,1,1,0,3,28,17,0.0,0,0,1141,0,17,25190,88
25191,4,0,0,6,2,0,3,7,0,1.0,4,1,1141,0,17,25192,367
25192,4,0,0,3,2,0,3,3,0,1.0,4,1,1141,0,17,25193,183
25193,0,111,46,1,2,0,3,56,12,1.0,0,0,1141,0,17,25194,116
25194,0,-12,61,0,2,0,3,21,6,1.0,4,2,1141,0,17,25195,21
25195,0,81,173,9,3,0,3,29,19,0.0,3,0,1141,0,17,25196,569
25196,3,89,33,4,3,0,3,10,9,0.0,0,0,1141,0,17,25197,250
25197,0,-25,100,1,3,0,3,38,10,1.0,4,2,1141,0,17,25198,98
25199,0,-89,33,5,4,0,3,38,9,0.0,1,0,1141,0,17,25200,338
25200,0,10,61,4,4,0,3,50,6,0.0,4,2,1141,0,17,25201,290
25201,3,1,51,1,4,0,3,37,5,0.0,4,2,1141,0,17,25202,97
25202,0,-96,72,1,4,0,3,8,12,1.0,1,0,1141,0,17,25203,68
25203,4,-1,12,10,1,0,3,30,1,1.0,4,1,1142,0,28,25204,630
25204,0,106,186,6,1,0,3,29,21,0.0,3,0,1142,0,28,25205,389
25205,0,147,12,1,1,0,3,42,14,1.0,0,0,1142,0,28,25206,102
25206,0,156,113,1,1,0,3,8,19,0.0,0,0,1142,0,28,25207,68
25207,0,132,229,0,1,0,3,7,26,1.0,3,3,1142,0,28,25208,7
25208,0,-48,91,10,2,0,3,15,10,1.0,4,2,1142,0,28,25209,615
25209,0,-109,55,11,3,0,3,3,12,0.0,1,0,1142,0,28,25210,663
25210,0,-166,83,9,3,0,3,6,18,0.0,1,0,1142,0,28,25211,546
25211,7,23,3,3,3,0,3,53,2,1.0,4,1,1142,0,28,25212,233
25212,3,-42,40,3,3,0,3,14,5,1.0,4,2,1142,0,28,25213,194
25213,0,-25,177,2,3,0,3,50,17,0.0,4,0,1142,0,28,25214,170
25214,0,89,186,2,3,0,3,19,20,0.0,3,0,1142,0,28,25215,139
25215,0,-141,70,11,4,0,3,41,15,1.0,1,0,1142,0,28,25216,701
25216,4,-10,12,8,4,0,3,28,1,0.0,4,1,1142,0,28,25217,508
25217,0,48,106,7,4,0,3,32,11,0.0,4,2,1142,0,28,25218,452
25218,2,-18,40,6,4,0,3,35,4,1.0,4,2,1142,0,28,25219,395
25219,0,66,33,5,4,0,3,35,7,1.0,4,2,1142,0,28,25220,335
25220,0,-126,16,9,1,0,3,20,12,0.0,1,0,1147,1,5,25221,560
25221,0,-74,16,8,1,0,3,49,7,0.0,4,2,1147,1,5,25222,529
25222,0,138,390,0,1,0,3,0,41,0.0,3,3,1147,1,5,25223,0
25223,2,31,16,10,2,0,3,51,3,1.0,4,1,1147,1,5,25224,651
25224,0,40,139,9,2,0,3,9,14,0.0,4,0,1147,1,5,25225,549
25225,0,138,-3,7,2,0,3,28,13,0.0,0,0,1147,1,5,25226,448
25226,0,-83,21,2,2,0,3,25,8,1.0,1,0,1147,1,5,25227,145
25227,0,154,0,11,3,0,3,23,15,0.0,0,0,1147,1,5,25228,683
25228,0,-113,-10,10,3,0,3,52,11,0.0,1,0,1147,1,5,25229,652
25229,4,0,0,8,3,0,3,56,0,1.0,4,1,1147,1,5,25230,536
25230,0,-31,33,6,3,0,3,23,4,0.0,4,2,1147,1,5,25231,383
25232,4,0,0,4,3,0,3,46,0,0.0,4,1,1147,1,5,25233,286
25233,4,-46,21,10,4,0,3,20,5,0.0,4,2,1147,1,5,25234,620
25234,3,-3,66,9,4,0,3,20,6,0.0,4,2,1147,1,5,25235,560
25235,4,0,0,7,4,0,3,3,0,1.0,4,1,1147,1,5,25236,423
25236,0,-89,16,5,4,0,3,52,9,0.0,1,0,1147,1,5,25237,352
25237,7,0,0,5,4,0,3,11,0,1.0,4,1,1147,1,5,25238,311
25238,0,89,93,1,4,0,3,11,12,1.0,0,0,1147,1,5,25239,71
25239,0,-128,194,10,1,0,3,20,23,1.0,2,0,1149,1,13,25240,620
25243,0,-106,115,0,1,0,3,54,15,0.0,1,0,1149,1,13,25244,54
25244,0,121,229,0,1,0,3,27,25,1.0,3,3,1149,1,13,25245,27
25246,0,-76,76,9,2,0,3,27,10,0.0,1,2,1149,1,13,25247,567
25247,0,42,100,7,2,0,3,21,10,1.0,4,2,1149,1,13,25248,441
25248,0,14,100,0,2,0,3,35,10,0.0,4,2,1149,1,13,25249,35
25249,0,-98,104,8,3,0,3,37,14,1.0,1,0,1149,1,13,25250,517
25250,2,0,0,6,3,0,3,54,0,0.0,4,1,1149,1,13,25251,414
25251,9,0,0,6,3,0,3,51,0,0.0,4,1,1149,1,13,25252,411
25252,0,78,83,0,3,0,3,7,11,0.0,0,2,1149,1,13,25253,7
25253,0,108,128,11,4,0,3,12,16,1.0,3,0,1149,1,13,25254,672
25254,0,130,121,10,4,0,3,49,17,0.0,3,0,1149,1,13,25255,649
25255,4,0,0,8,4,0,3,38,0,1.0,4,1,1149,1,13,25256,518
25256,0,-149,-10,7,4,0,3,31,14,1.0,1,0,1149,1,13,25257,451
25257,4,0,0,6,4,0,3,51,0,1.0,4,1,1149,1,13,25258,411
25259,0,-42,72,2,4,0,3,43,8,0.0,1,2,1149,1,13,25260,163
25260,0,-91,149,1,4,0,3,21,17,0.0,2,0,1149,1,13,25261,81
25261,7,0,0,8,1,0,3,56,0,1.0,4,1,1151,1,19,25262,536
25262,0,115,177,8,1,0,3,10,21,0.0,3,0,1151,1,19,25263,490
25263,7,0,0,6,1,0,3,15,0,1.0,4,1,1151,1,19,25264,375
25265,4,0,0,2,1,0,3,20,0,0.0,4,1,1151,1,19,25266,140
25266,0,-113,0,0,1,0,3,41,11,1.0,1,0,1151,1,19,25267,41
25267,4,0,0,8,2,0,3,3,0,1.0,4,1,1151,1,19,25268,483
25268,3,35,61,5,2,0,3,36,7,1.0,4,2,1151,1,19,25269,336
25269,4,0,0,0,2,0,3,21,0,0.0,4,1,1151,1,19,25270,21
25270,2,0,0,11,3,0,3,0,0,0.0,4,1,1151,1,19,25271,660
25271,2,0,0,9,3,0,3,32,0,1.0,4,1,1151,1,19,25272,572
25272,0,-27,222,4,3,0,3,4,22,0.0,4,0,1151,1,19,25273,244
25273,0,14,177,0,3,0,3,54,17,0.0,4,0,1151,1,19,25274,54
25274,3,-6,181,0,3,0,3,0,18,1.0,4,0,1151,1,19,25275,0
25275,2,0,0,10,4,0,3,31,0,1.0,4,1,1151,1,19,25276,631
25276,0,121,89,10,1,0,3,52,15,0.0,0,0,1157,0,3,25277,652
25278,0,-44,46,8,1,0,3,9,6,0.0,4,2,1157,0,3,25279,489
25280,0,-44,57,6,1,0,3,12,7,1.0,4,2,1157,0,3,25281,372
25281,0,-182,186,4,1,0,3,51,26,0.0,2,3,1157,0,3,25282,291
25282,4,0,0,3,1,0,3,43,0,0.0,4,1,1157,0,3,25283,223
25284,0,149,5,0,1,0,3,0,14,0.0,0,0,1157,0,3,25285,0
25286,4,0,0,3,2,0,3,32,0,0.0,4,1,1157,0,3,25287,212
25288,0,-74,124,0,2,0,3,29,14,1.0,1,2,1157,0,3,25289,29
25289,2,0,0,10,3,0,3,57,0,1.0,4,1,1157,0,3,25290,657
25290,3,-38,40,8,3,0,3,36,5,1.0,4,2,1157,0,3,25291,516
25291,4,0,0,8,3,0,3,8,0,1.0,4,1,1157,0,3,25292,488
25292,0,149,12,7,3,0,3,44,14,0.0,0,0,1157,0,3,25293,464
25293,7,0,0,7,3,0,3,9,0,1.0,4,1,1157,0,3,25294,429
25294,0,121,27,6,3,0,3,40,12,0.0,0,0,1157,0,3,25295,400
25295,4,48,33,4,3,0,3,15,5,1.0,4,2,1157,0,3,25296,255
25296,4,0,0,11,4,0,3,17,0,0.0,4,1,1157,0,3,25297,677
25297,1,0,0,10,4,0,3,57,0,1.0,4,1,1157,0,3,25298,657
25298,4,0,0,9,4,0,3,25,0,1.0,4,1,1157,0,3,25299,565
25299,4,0,0,8,4,0,3,42,0,1.0,4,1,1157,0,3,25300,522
25300,0,12,51,6,4,0,3,16,5,0.0,4,2,1157,0,3,25301,376
25301,0,-38,130,5,4,0,3,46,13,0.0,4,2,1157,0,3,25302,346
25302,0,-106,111,10,1,0,3,27,15,0.0,1,0,1158,1,3,25303,627
25303,2,0,0,8,1,0,3,34,0,1.0,4,1,1158,1,3,25304,514
25304,3,93,76,2,1,0,3,12,12,1.0,0,0,1158,1,3,25305,132
25305,0,-36,100,1,1,0,3,32,10,0.0,4,2,1158,1,3,25306,92
25306,0,108,128,0,1,0,3,42,16,1.0,3,0,1158,1,3,25307,42
25307,0,1,162,0,1,0,3,27,16,1.0,4,0,1158,1,3,25308,27
25308,0,-119,-16,10,2,0,3,50,12,0.0,1,0,1158,1,3,25309,650
25309,0,121,33,10,2,0,3,26,12,0.0,0,0,1158,1,3,25310,626
25310,0,-164,48,4,2,0,3,12,17,0.0,1,0,1158,1,3,25311,252
25311,2,0,0,3,2,0,3,40,0,1.0,4,1,1158,1,3,25312,220
25312,0,158,5,1,2,0,3,17,15,0.0,0,0,1158,1,3,25313,77
25313,2,0,0,0,2,0,3,51,0,1.0,4,1,1158,1,3,25314,51
25314,0,-134,222,0,2,0,3,34,25,0.0,2,3,1158,1,3,25315,34
25315,3,8,111,9,3,0,3,9,11,1.0,4,2,1158,1,3,25316,549
25316,0,-63,121,8,3,0,3,32,13,0.0,4,2,1158,1,3,25317,512
25318,4,0,0,6,3,0,3,49,0,0.0,4,1,1158,1,3,25319,409
25319,4,0,0,6,3,0,3,22,0,1.0,4,1,1158,1,3,25320,382
25320,0,-42,209,3,3,0,3,55,21,1.0,4,0,1158,1,3,25321,235
25321,9,0,0,7,4,0,3,50,0,0.0,4,1,1158,1,3,25322,470
25322,2,0,0,5,4,0,3,50,0,0.0,4,1,1158,1,3,25323,350
25323,9,0,0,5,4,0,3,48,0,1.0,4,1,1158,1,3,25324,348
25324,0,130,-27,11,1,0,3,17,13,0.0,0,0,1160,1,23,25325,677
25325,0,-85,177,8,1,0,3,30,19,1.0,2,0,1160,1,23,25326,510
25326,0,-134,5,8,1,0,3,4,13,0.0,1,0,1160,1,23,25327,484
25327,0,63,66,7,1,0,3,25,9,0.0,0,2,1160,1,23,25328,445
25328,0,-106,166,5,1,0,3,14,19,0.0,2,0,1160,1,23,25329,314
25330,0,130,222,7,2,0,3,8,25,0.0,3,3,1160,1,23,25331,428
25331,0,143,38,6,2,0,3,28,14,0.0,0,0,1160,1,23,25332,388
25333,0,35,205,2,2,0,3,42,20,0.0,4,0,1160,1,23,25334,162
25334,0,29,61,2,2,0,3,16,6,0.0,4,2,1160,1,23,25335,136
25335,3,42,48,1,2,0,3,0,6,0.0,4,2,1160,1,23,25336,60
25336,0,-85,61,11,3,0,3,24,10,0.0,1,0,1160,1,23,25337,684
25337,0,85,171,10,3,0,3,21,19,1.0,3,0,1160,1,23,25338,621
25340,0,100,233,9,4,0,3,37,25,0.0,3,3,1160,1,23,25341,577
25341,4,0,0,6,4,0,3,25,0,1.0,4,1,1160,1,23,25342,385
25342,4,0,0,5,4,0,3,49,0,1.0,4,1,1160,1,23,25343,349
25343,0,-12,209,11,1,0,3,44,20,0.0,4,0,1161,0,12,25344,704
25344,0,132,21,8,1,0,3,39,13,0.0,0,0,1161,0,12,25345,519
25346,0,-119,-3,6,1,0,3,30,11,1.0,1,0,1161,0,12,25347,390
25347,0,162,177,4,1,0,3,52,23,1.0,3,3,1161,0,12,25348,292
25349,0,-126,66,2,1,0,3,32,14,0.0,1,0,1161,0,12,25350,152
25351,0,169,5,5,2,0,3,18,16,0.0,0,0,1161,0,12,25352,318
25352,0,53,250,3,2,0,3,45,25,1.0,4,3,1161,0,12,25353,225
25353,0,154,76,2,2,0,3,52,17,0.0,0,0,1161,0,12,25354,172
25354,0,102,233,1,2,0,3,33,25,1.0,3,3,1161,0,12,25355,93
25355,3,-12,38,5,3,0,3,16,3,1.0,4,1,1161,0,12,25356,316
25356,0,-18,261,4,3,0,3,11,26,0.0,4,3,1161,0,12,25357,251
25357,0,-96,239,11,4,0,3,42,25,0.0,2,3,1161,0,12,25358,702
25358,0,-3,33,8,4,0,3,45,3,1.0,4,1,1161,0,12,25359,525
25359,0,-113,128,6,4,0,3,49,17,1.0,2,0,1161,0,12,25360,409
25361,7,0,0,10,1,0,3,12,0,1.0,4,1,1163,1,6,25362,612
25362,7,0,0,8,1,0,3,16,0,1.0,4,1,1163,1,6,25363,496
25363,0,-85,239,5,1,0,3,14,25,1.0,2,3,1163,1,6,25364,314
25364,0,-85,132,4,1,0,3,42,15,1.0,1,0,1163,1,6,25365,282
25366,0,-143,104,2,1,0,3,55,17,1.0,2,0,1163,1,6,25367,175
25370,0,179,177,2,2,0,3,48,25,0.0,3,3,1163,1,6,25371,168
25371,2,0,0,1,2,0,3,40,0,0.0,4,1,1163,1,6,25372,100
25372,7,0,0,0,2,0,3,50,0,1.0,4,1,1163,1,6,25373,50
25373,7,0,0,0,2,0,3,40,0,1.0,4,1,1163,1,6,25374,40
25377,0,-57,33,4,3,0,3,7,6,0.0,4,2,1163,1,6,25378,247
25379,0,117,235,11,1,0,3,17,26,0.0,3,3,1165,0,16,25380,677
25380,0,117,235,8,1,0,3,38,26,0.0,3,3,1165,0,16,25381,518
25382,0,-134,76,2,1,0,3,17,15,1.0,1,0,1165,0,16,25383,137
25383,0,46,115,1,1,0,3,11,12,0.0,4,2,1165,0,16,25384,71
25384,12,0,0,10,2,0,3,25,0,1.0,4,1,1165,0,16,25385,625
25386,0,117,53,4,2,0,3,45,12,1.0,0,0,1165,0,16,25387,285
25387,0,81,115,3,2,0,3,42,14,0.0,0,0,1165,0,16,25388,222
25389,0,53,70,11,3,0,3,10,8,0.0,0,2,1165,0,16,25390,670
25390,0,-96,-5,10,3,0,3,36,9,0.0,1,0,1165,0,16,25391,636
25391,0,132,3,4,3,0,3,53,13,1.0,0,0,1165,0,16,25392,293
25392,3,-53,63,3,3,0,3,26,8,0.0,1,2,1165,0,16,25393,206
25393,2,0,0,2,3,0,3,56,0,1.0,4,1,1165,0,16,25394,176
25394,0,162,242,0,3,0,3,0,29,0.0,3,3,1165,0,16,25395,0
25395,7,0,0,10,4,0,3,2,0,1.0,4,1,1165,0,16,25396,602
25396,12,0,0,4,4,0,3,43,0,0.0,4,1,1165,0,16,25397,283
25397,0,-18,115,3,4,0,3,58,11,1.0,4,2,1165,0,16,25398,238
25401,0,-126,68,7,1,0,3,14,14,1.0,1,0,1167,0,11,25402,434
25402,0,-12,274,0,1,0,3,35,27,0.0,4,3,1167,0,11,25403,35
25403,0,-68,16,4,2,0,3,10,6,1.0,4,2,1167,0,11,25404,250
25404,0,154,55,2,2,0,3,14,16,0.0,0,0,1167,0,11,25405,134
25405,0,-156,106,0,2,0,3,39,18,0.0,1,0,1167,0,11,25406,39
25407,0,-96,16,7,3,0,3,49,9,1.0,1,0,1167,0,11,25408,469
25409,0,46,21,6,3,0,3,39,5,0.0,4,2,1167,0,11,25410,399
25410,0,-46,31,4,3,0,3,28,5,0.0,4,2,1167,0,11,25411,268
25412,3,25,42,9,4,0,3,15,4,1.0,4,2,1167,0,11,25413,555
25413,0,-147,38,8,4,0,3,33,15,0.0,1,0,1167,0,11,25414,513
25414,0,-25,145,5,4,0,3,14,14,0.0,4,0,1167,0,11,25415,314
25416,0,-53,48,1,4,0,3,57,7,0.0,4,2,1167,0,11,25417,117
25418,0,106,151,11,1,0,3,7,18,1.0,3,0,1168,0,10,25419,667
25419,0,-96,242,9,1,0,3,7,26,0.0,2,3,1168,0,10,25420,547
25420,4,0,0,7,1,0,3,44,0,1.0,4,1,1168,0,10,25421,464
25421,0,-154,78,4,1,0,3,1,17,0.0,1,0,1168,0,10,25422,241
25423,0,93,57,0,1,0,3,9,10,0.0,0,0,1168,0,10,25424,9
25424,0,55,207,8,2,0,3,51,21,0.0,4,0,1168,0,10,25425,531
25425,0,171,1,7,2,0,3,55,17,0.0,0,0,1168,0,10,25426,475
25426,0,-66,242,4,2,0,3,18,25,1.0,4,3,1168,0,10,25427,258
25427,4,0,0,0,2,0,3,2,0,0.0,4,1,1168,0,10,25428,2
25428,0,40,40,11,3,0,3,9,5,0.0,4,2,1168,0,10,25429,669
25429,0,-154,196,9,3,0,3,47,24,1.0,2,3,1168,0,10,25430,587
25430,0,-154,12,6,3,0,3,31,15,1.0,1,0,1168,0,10,25431,391
25431,0,12,186,4,3,0,3,59,18,1.0,4,0,1168,0,10,25432,299
25432,0,40,186,3,3,0,3,16,19,0.0,4,0,1168,0,10,25433,196
25433,0,121,78,5,4,0,3,11,14,0.0,0,0,1168,0,10,25434,311
25434,0,-44,141,1,4,0,3,45,14,0.0,4,0,1168,0,10,25435,105
25436,0,70,5,9,1,0,3,8,7,1.0,4,2,1170,1,12,25437,548
25437,0,42,89,5,1,0,3,11,9,0.0,4,2,1170,1,12,25438,311
25439,0,70,591,0,1,0,3,0,59,0.0,5,5,1170,1,12,25440,0
25440,0,20,267,3,2,0,3,40,26,0.0,4,3,1170,1,12,25441,220
25442,0,1,400,0,2,0,3,0,40,0.0,5,3,1170,1,12,25443,0
25443,3,78,156,10,3,0,3,34,17,1.0,3,0,1170,1,12,25444,634
25446,0,-143,5,8,3,0,3,6,14,0.0,1,0,1170,1,12,25447,486
25447,0,-128,156,3,3,0,3,57,20,1.0,2,0,1170,1,12,25448,237
25448,0,-57,72,2,3,0,3,47,9,0.0,1,2,1170,1,12,25449,167
25449,0,-42,48,0,3,0,3,5,6,0.0,4,2,1170,1,12,25450,5
25450,0,20,104,7,4,0,3,59,10,1.0,4,2,1170,1,12,25451,479
25451,0,-70,194,7,4,0,3,33,20,0.0,2,0,1170,1,12,25452,453
25453,4,0,0,9,1,0,3,25,0,1.0,4,1,1172,1,20,25454,565
25454,4,0,0,8,1,0,3,21,0,0.0,4,1,1172,1,20,25455,501
25456,9,0,0,3,1,0,3,2,0,0.0,4,1,1172,1,20,25457,182
25458,0,149,38,2,1,0,3,33,15,1.0,0,0,1172,1,20,25459,153
25461,4,0,0,3,2,0,3,47,0,1.0,4,1,1172,1,20,25462,227
25462,0,-119,222,0,2,0,3,1,25,0.0,2,3,1172,1,20,25463,1
25463,9,0,0,10,3,0,3,56,0,0.0,4,1,1172,1,20,25464,656
25464,0,70,244,10,3,0,3,33,25,0.0,4,3,1172,1,20,25465,633
25465,4,0,0,7,3,0,3,3,0,0.0,4,1,1172,1,20,25466,423
25466,0,-119,-23,3,3,0,3,53,12,0.0,1,0,1172,1,20,25467,233
25468,0,149,59,10,1,0,3,1,16,1.0,0,0,1175,1,0,25469,601
25471,0,130,126,4,1,0,3,47,18,1.0,3,0,1175,1,0,25472,287
25472,0,149,-5,3,1,0,3,52,14,0.0,0,0,1175,1,0,25473,232
25473,3,108,25,3,1,0,3,11,11,1.0,0,0,1175,1,0,25474,191
25474,0,-91,171,0,1,0,3,41,19,1.0,2,0,1175,1,0,25475,41
25475,0,115,154,10,2,0,3,18,19,1.0,3,0,1175,1,0,25476,618
25476,0,115,186,8,2,0,3,21,21,1.0,3,0,1175,1,0,25477,501
25477,7,0,0,7,2,0,3,13,0,1.0,4,1,1175,1,0,25478,433
25478,0,136,130,10,3,0,3,19,18,0.0,3,0,1175,1,0,25479,619
25479,3,-113,-16,7,3,0,3,39,11,1.0,1,0,1175,1,0,25480,459
25480,3,8,207,7,3,0,3,9,20,1.0,4,0,1175,1,0,25481,429
25482,0,-85,-5,0,3,0,3,31,8,1.0,1,0,1175,1,0,25483,31
25483,0,78,136,4,4,0,3,2,15,0.0,4,2,1175,1,0,25484,242
25484,0,-227,-16,2,4,0,3,17,22,0.0,1,6,1175,1,0,25485,137
25485,0,1,98,1,4,0,3,43,9,1.0,4,2,1175,1,0,25486,103
25486,3,143,21,0,4,0,3,18,14,1.0,0,0,1175,1,0,25487,18
25487,0,93,224,10,1,0,3,52,24,0.0,3,3,1177,0,1,25488,652
25488,9,0,0,7,1,0,3,15,0,0.0,4,1,1177,0,1,25489,435
25489,0,121,162,6,1,0,3,36,20,1.0,3,0,1177,0,1,25490,396
25490,0,128,158,3,1,0,3,58,20,0.0,3,0,1177,0,1,25491,238
25491,4,0,0,1,1,0,3,28,0,1.0,4,1,1177,0,1,25492,88
25492,0,-38,224,1,1,0,3,6,22,1.0,4,0,1177,0,1,25493,66
25493,0,-14,196,0,1,0,3,7,19,1.0,4,0,1177,0,1,25494,7
25494,0,128,-3,11,2,0,3,47,12,0.0,0,0,1177,0,1,25495,707
25495,9,0,0,9,2,0,3,54,0,0.0,4,1,1177,0,1,25496,594
25496,4,0,0,6,2,0,3,40,0,0.0,4,1,1177,0,1,25497,400
25497,0,-51,218,5,2,0,3,26,22,0.0,4,0,1177,0,1,25498,326
25498,0,149,-3,11,3,0,3,25,14,0.0,0,0,1177,0,1,25499,685
25499,0,-169,130,9,3,0,3,53,21,0.0,2,0,1177,0,1,25500,593
25501,0,-74,179,6,4,0,3,42,19,1.0,2,0,1177,0,1,25502,402
25502,0,-147,33,6,4,0,3,14,15,0.0,1,0,1177,0,1,25503,374
25504,0,70,113,0,4,0,3,27,13,1.0,0,2,1177,0,1,25505,27
25505,0,-1,218,4,5,0,3,46,21,1.0,4,0,1177,0,1,25506,286
25506,0,106,192,3,5,0,3,22,21,0.0,3,0,1177,0,1,25507,202
25507,0,78,186,0,5,0,3,15,20,0.0,3,0,1177,0,1,25508,15
25508,0,-126,179,4,6,0,3,29,21,0.0,2,0,1177,0,1,25509,269
25509,0,-8,106,0,6,0,3,12,10,0.0,4,2,1177,0,1,25510,12
25510,0,-154,349,0,6,0,3,1,38,1.0,2,3,1177,0,1,25511,1
25511,0,-119,175,10,1,0,3,11,21,1.0,2,0,1181,1,16,25512,611
25512,0,-70,179,9,1,0,3,33,19,0.0,2,0,1181,1,16,25513,573
25513,3,-12,42,7,1,0,3,34,4,1.0,4,2,1181,1,16,25514,454
25515,0,130,-16,1,1,0,3,33,13,0.0,0,0,1181,1,16,25516,93
25516,4,0,0,0,1,0,3,41,0,1.0,4,1,1181,1,16,25517,41
25518,4,0,0,2,2,0,3,37,0,1.0,4,1,1181,1,16,25519,157
25519,1,0,0,0,2,0,3,30,0,1.0,4,1,1181,1,16,25520,30
25520,0,29,171,10,3,0,3,17,17,0.0,4,0,1181,1,16,25521,617
25521,0,14,81,9,3,0,3,27,8,0.0,4,2,1181,1,16,25522,567
