action_type,loc_x,loc_y,period,playoffs,shot_distance,shot_made_flag,shot_zone_area,shot_zone_basic,opponent,season,matchup,time_remaining,game_date
0,-4,283,4,1,28,0.0,4,3,28,13,0,3,4967
0,-152,85,1,1,17,,1,0,28,13,0,652,4970
0,171,176,1,1,24,0.0,3,3,28,13,0,252,4970
0,-127,216,1,1,25,,2,3,28,13,0,152,4970
0,-2,238,1,1,23,0.0,4,3,28,13,0,71,4970
0,-147,61,2,1,15,0.0,1,0,28,13,0,512,4970
3,-26,50,2,1,5,1.0,4,2,28,13,0,409,4970
0,67,42,2,1,7,0.0,4,2,28,13,0,289,4970
16,-27,31,2,1,4,1.0,4,2,28,13,0,239,4970
0,-2,194,2,1,19,0.0,4,0,28,13,0,186,4970
0,184,123,2,1,22,0.0,0,0,28,13,0,155,4970
0,166,0,2,1,16,1.0,0,0,28,13,0,152,4970
0,1,48,2,1,4,0.0,4,2,28,13,0,40,4970
34,151,-8,3,1,15,,0,0,28,13,0,643,4970
0,165,99,3,1,19,1.0,0,0,28,13,0,599,4970
0,-67,236,3,1,24,1.0,4,3,28,13,0,547,4970
32,-62,242,3,1,24,1.0,4,3,28,13,0,496,4970
8,110,157,3,1,19,1.0,3,0,28,13,0,445,4970
13,17,6,3,1,1,1.0,4,1,28,13,0,408,4970
0,73,265,3,1,27,1.0,4,3,28,13,0,370,4970
0,206,6,3,1,20,0.0,0,0,28,13,0,322,4970
0,-155,126,3,1,19,,2,0,28,13,0,233,4970
3,-8,118,4,1,11,1.0,4,2,28,13,0,610,4970
0,1,255,4,1,25,0.0,4,3,28,13,0,562,4970
18,-57,181,4,1,18,,4,0,28,13,0,478,4970
0,-57,257,4,1,26,0.0,4,3,28,13,0,30,4970
0,99,236,4,1,25,0.0,3,3,28,13,0,12,4970
0,-5,249,4,1,24,0.0,4,3,28,13,0,6,4970
0,181,181,1,1,25,0.0,3,3,28,13,1,703,4972
30,-24,12,1,1,2,1.0,4,1,28,13,1,681,4972
0,-30,198,1,1,20,1.0,4,0,28,13,1,443,4972
2,0,0,1,1,0,1.0,4,1,28,13,1,413,4972
0,95,146,1,1,17,,3,0,28,13,1,378,4972
0,141,228,1,1,26,1.0,3,3,28,13,1,290,4972
0,160,80,1,1,17,0.0,0,0,28,13,1,138,4972
30,0,0,1,1,0,0.0,4,1,28,13,1,95,4972
9,0,0,2,1,0,0.0,4,1,28,13,1,497,4972
2,0,0,2,1,0,0.0,4,1,28,13,1,494,4972
4,0,0,2,1,0,,4,1,28,13,1,220,4972
0,-128,41,2,1,13,0.0,1,0,28,13,1,7,4972
2,0,0,3,1,0,1.0,4,1,28,13,1,425,4972
0,40,203,3,1,20,0.0,4,0,28,13,1,219,4972
0,-235,20,4,1,23,0.0,1,6,28,13,1,449,4972
16,0,0,4,1,0,,4,1,28,13,1,334,4972
0,2,91,4,1,9,0.0,4,2,28,13,1,298,4972
0,77,244,4,1,25,0.0,4,3,28,13,1,256,4972
2,0,0,4,1,0,1.0,4,1,28,13,1,218,4972
0,-73,162,1,1,17,0.0,2,0,28,13,1,498,4974
2,0,0,1,1,0,0.0,4,1,28,13,1,488,4974
0,-199,11,1,1,19,,1,0,28,13,1,414,4974
0,-43,72,1,1,8,,1,2,28,13,1,328,4974
0,62,0,1,1,6,,4,2,28,13,1,216,4974
0,97,246,1,1,26,0.0,3,3,28,13,1,120,4974
0,230,-14,1,1,23,0.0,0,4,28,13,1,11,4974
3,-11,64,2,1,6,1.0,4,2,28,13,1,697,4974
0,192,58,2,1,20,0.0,0,0,28,13,1,460,4974
0,47,60,2,1,7,,4,2,28,13,1,326,4974
0,84,58,2,1,10,0.0,0,0,28,13,1,202,4974
32,20,151,2,1,15,1.0,4,0,28,13,1,154,4974
0,-139,195,2,1,23,0.0,2,3,28,13,1,115,4974
0,228,89,2,1,24,,3,3,28,13,1,11,4974
0,94,261,3,1,27,0.0,3,3,28,13,1,634,4974
0,-149,137,3,1,20,,2,0,28,13,1,608,4974
0,72,194,3,1,20,0.0,3,0,28,13,1,562,4974
3,4,118,3,1,11,1.0,4,2,28,13,1,457,4974
0,-57,123,3,1,13,0.0,4,2,28,13,1,261,4974
0,-24,44,3,1,5,1.0,4,2,28,13,1,188,4974
0,-142,135,4,1,19,0.0,2,0,28,13,1,658,4974
18,97,140,4,1,17,1.0,3,0,28,13,1,322,4974
0,111,157,4,1,19,0.0,3,0,28,13,1,237,4974
0,10,261,4,1,26,0.0,4,3,28,13,1,28,4974
0,195,17,1,1,19,0.0,0,0,29,14,1,676,5278
5,29,7,1,1,2,0.0,4,1,29,14,1,601,5278
3,-48,31,1,1,5,1.0,4,2,29,14,1,580,5278
0,151,11,1,1,15,1.0,0,0,29,14,1,475,5278
0,62,42,1,1,7,,4,2,29,14,1,376,5278
4,13,9,1,1,1,1.0,4,1,29,14,1,204,5278
5,-23,3,1,1,2,1.0,4,1,29,14,1,57,5278
0,195,173,2,1,26,,3,3,29,14,1,503,5278
0,-27,34,2,1,4,1.0,4,2,29,14,1,391,5278
0,64,172,2,1,18,1.0,3,0,29,14,1,366,5278
8,-100,153,2,1,18,0.0,2,0,29,14,1,303,5278
0,-122,153,2,1,19,0.0,2,0,29,14,1,130,5278
37,-161,23,2,1,16,1.0,1,0,29,14,1,10,5278
0,-122,11,3,1,12,0.0,1,0,29,14,1,488,5278
8,-38,131,3,1,13,1.0,4,2,29,14,1,369,5278
0,31,12,3,1,3,1.0,4,1,29,14,1,278,5278
18,113,89,3,1,14,1.0,0,0,29,14,1,244,5278
0,-27,42,4,1,4,1.0,4,2,29,14,1,507,5278
34,59,88,4,1,10,1.0,0,2,29,14,1,426,5278
0,23,265,4,1,26,,4,3,29,14,1,391,5278
0,143,-3,4,1,14,0.0,0,0,29,14,1,356,5278
0,-67,97,4,1,11,0.0,1,2,29,14,1,315,5278
0,56,75,4,1,9,0.0,0,2,29,14,1,277,5278
0,-34,1,4,1,3,0.0,4,1,29,14,1,97,5278
2,4,20,4,1,2,0.0,4,1,29,14,1,69,5278
9,-22,14,4,1,2,0.0,4,1,29,14,1,68,5278
0,9,56,1,1,5,0.0,4,2,29,14,1,268,5281
4,6,15,2,1,1,1.0,4,1,29,14,1,79,5281
0,-26,58,2,1,6,0.0,4,2,29,14,1,39,5281
0,-2,37,2,1,3,0.0,4,1,29,14,1,7,5281
2,-10,33,3,1,3,,4,1,29,14,1,640,5281
0,-128,241,3,1,27,,2,3,29,14,1,393,5281
3,-24,47,3,1,5,1.0,4,2,29,14,1,108,5281
38,-26,17,4,1,3,1.0,4,1,29,14,1,219,5281
0,-209,132,4,1,24,0.0,2,3,29,14,1,178,5281
0,69,200,4,1,21,0.0,3,0,29,14,1,92,5281
0,10,56,1,1,5,1.0,4,2,29,14,0,580,5283
25,62,28,1,1,6,0.0,4,2,29,14,0,557,5283
0,-139,72,1,1,15,1.0,1,0,29,14,0,432,5283
0,-161,181,1,1,24,0.0,2,3,29,14,0,383,5283
12,4,1,1,1,0,1.0,4,1,29,14,0,295,5283
2,13,11,1,1,1,1.0,4,1,29,14,0,228,5283
2,15,22,2,1,2,0.0,4,1,29,14,0,411,5283
0,0,246,2,1,24,1.0,4,3,29,14,0,399,5283
0,-144,93,2,1,17,0.0,1,0,29,14,0,322,5283
31,-95,37,2,1,10,1.0,1,0,29,14,0,196,5283
0,-15,220,2,1,22,0.0,4,0,29,14,0,64,5283
0,-158,192,3,1,24,1.0,2,3,29,14,0,705,5283
0,75,227,3,1,23,,3,3,29,14,0,661,5283
0,-75,231,3,1,24,0.0,4,3,29,14,0,532,5283
0,103,61,3,1,11,0.0,0,0,29,14,0,357,5283
0,75,39,3,1,8,0.0,0,2,29,14,0,299,5283
0,-23,249,3,1,25,1.0,4,3,29,14,0,238,5283
0,70,238,4,1,24,0.0,4,3,29,14,0,291,5283
18,136,20,4,1,13,0.0,0,0,29,14,0,146,5283
18,-71,0,4,1,7,,4,2,29,14,0,81,5283
0,182,96,1,1,20,0.0,0,0,29,14,0,702,5285
0,0,52,1,1,5,0.0,4,2,29,14,0,407,5285
0,-144,55,1,1,15,0.0,1,0,29,14,0,245,5285
0,136,58,2,1,14,0.0,0,0,29,14,0,460,5285
0,-138,159,2,1,21,0.0,2,0,29,14,0,350,5285
0,13,33,2,1,3,0.0,4,1,29,14,0,177,5285
0,-48,1,2,1,4,0.0,4,2,29,14,0,132,5285
41,6,116,3,1,11,1.0,4,2,29,14,0,568,5285
0,-150,227,3,1,27,,2,3,29,14,0,518,5285
39,-81,34,3,1,8,1.0,1,0,29,14,0,403,5285
0,-142,7,3,1,14,1.0,1,0,29,14,0,244,5285
10,-19,64,3,1,6,1.0,4,2,29,14,0,157,5285
0,-147,4,3,1,14,0.0,1,0,29,14,0,127,5285
2,2,19,3,1,1,,4,1,29,14,0,37,5285
32,58,80,4,1,9,1.0,0,2,29,14,0,319,5285
0,50,45,4,1,6,0.0,4,2,29,14,0,230,5285
0,-78,252,4,1,26,0.0,4,3,29,14,0,125,5285
0,59,246,4,1,25,0.0,4,3,29,14,0,4,5285
0,-5,179,2,1,17,1.0,4,0,29,14,1,471,5287
18,-146,-3,2,1,14,0.0,1,0,29,14,1,426,5287
0,-86,160,2,1,18,,2,0,29,14,1,345,5287
0,64,254,2,1,26,0.0,4,3,29,14,1,314,5287
0,-111,72,2,1,13,0.0,1,0,29,14,1,264,5287
36,0,20,2,1,2,1.0,4,1,29,14,1,211,5287
4,20,4,2,1,2,1.0,4,1,29,14,1,180,5287
3,64,61,2,1,8,1.0,0,2,29,14,1,102,5287
0,177,17,2,1,17,0.0,0,0,29,14,1,68,5287
4,23,0,2,1,2,1.0,4,1,29,14,1,7,5287
36,-7,3,3,1,0,1.0,4,1,29,14,1,502,5287
18,-130,-5,3,1,13,0.0,1,0,29,14,1,468,5287
4,24,0,3,1,2,,4,1,29,14,1,309,5287
0,-78,74,1,1,10,0.0,1,2,29,14,0,524,5289
0,218,129,1,1,25,0.0,3,3,29,14,0,433,5289
0,147,33,1,1,15,0.0,0,0,29,14,0,376,5289
0,100,97,1,1,13,1.0,0,0,29,14,0,288,5289
8,-130,69,1,1,14,1.0,1,0,29,14,0,207,5289
0,-100,102,2,1,14,0.0,1,0,29,14,0,362,5289
0,0,263,2,1,26,,4,3,29,14,0,263,5289
2,-19,15,2,1,2,,4,1,29,14,0,150,5289
0,-138,30,2,1,14,0.0,1,0,29,14,0,119,5289
0,28,15,2,1,3,0.0,4,1,29,14,0,111,5289
0,70,213,3,1,22,0.0,3,0,29,14,0,662,5289
4,-4,20,3,1,2,1.0,4,1,29,14,0,632,5289
0,-123,131,3,1,17,,2,0,29,14,0,581,5289
0,171,190,3,1,25,1.0,3,3,29,14,0,95,5289
0,195,162,3,1,25,0.0,3,3,29,14,0,0,5289
0,-101,19,4,1,10,0.0,1,0,29,14,0,216,5289
0,95,173,1,1,19,1.0,3,0,13,14,1,655,5293
0,-150,213,1,1,26,,2,3,13,14,1,607,5293
0,-120,214,1,1,24,0.0,2,3,13,14,1,577,5293
20,31,15,1,1,3,1.0,4,1,13,14,1,569,5293
0,-171,195,1,1,25,0.0,2,3,13,14,1,512,5293
8,-65,132,1,1,14,0.0,4,2,13,14,1,404,5293
8,116,31,1,1,12,1.0,0,0,13,14,1,268,5293
0,24,31,1,1,3,0.0,4,1,13,14,1,240,5293
0,-84,175,1,1,19,0.0,2,0,13,14,1,143,5293
0,62,86,2,1,10,1.0,0,2,13,14,1,288,5293
0,84,209,2,1,22,,3,0,13,14,1,212,5293
0,-105,96,2,1,14,0.0,1,0,13,14,1,177,5293
0,-187,178,3,1,25,,2,3,13,14,1,639,5293
0,-111,107,3,1,15,1.0,1,0,13,14,1,491,5293
0,-122,-2,3,1,12,0.0,1,0,13,14,1,456,5293
0,92,200,3,1,22,,3,0,13,14,1,301,5293
0,31,203,3,1,20,1.0,4,0,13,14,1,231,5293
0,133,231,3,1,26,1.0,3,3,13,14,1,180,5293
0,-125,145,3,1,19,,2,0,13,14,1,124,5293
0,-8,71,3,1,7,0.0,4,2,13,14,1,95,5293
0,72,260,3,1,26,1.0,4,3,13,14,1,71,5293
0,159,216,3,1,26,0.0,3,3,13,14,1,54,5293
0,-84,189,4,1,20,1.0,2,0,13,14,1,360,5293
0,95,231,4,1,24,0.0,3,3,13,14,1,270,5293
0,1,63,4,1,6,0.0,4,2,13,14,1,242,5293
0,-119,124,4,1,17,1.0,2,0,13,14,1,213,5293
0,173,78,4,1,18,0.0,0,0,13,14,1,162,5293
32,80,67,4,1,10,1.0,0,2,13,14,1,60,5293
0,102,235,4,1,25,0.0,3,3,13,14,1,2,5293
8,179,14,1,1,17,1.0,0,0,13,14,1,584,5295
0,77,115,1,1,13,1.0,0,2,13,14,1,558,5295
0,125,230,1,1,26,0.0,3,3,13,14,1,347,5295
0,187,3,1,1,18,0.0,0,0,13,14,1,125,5295
0,0,86,2,1,8,1.0,4,2,13,14,1,382,5295
0,154,132,2,1,20,1.0,3,0,13,14,1,347,5295
18,-82,124,2,1,14,1.0,1,0,13,14,1,318,5295
18,94,72,2,1,11,1.0,0,0,13,14,1,235,5295
0,81,160,2,1,17,0.0,3,0,13,14,1,79,5295
0,-133,34,2,1,13,0.0,1,0,13,14,1,70,5295
0,189,200,2,1,27,0.0,3,3,13,14,1,26,5295
2,10,14,3,1,1,0.0,4,1,13,14,1,705,5295
0,65,146,3,1,15,1.0,4,0,13,14,1,319,5295
0,86,176,3,1,19,0.0,3,0,13,14,1,282,5295
0,-40,170,3,1,17,1.0,4,0,13,14,1,245,5295
0,70,124,3,1,14,0.0,4,2,13,14,1,199,5295
0,95,205,4,1,22,0.0,3,0,13,14,1,391,5295
0,-240,1,4,1,24,0.0,1,6,13,14,1,382,5295
0,15,271,4,1,27,1.0,4,3,13,14,1,163,5295
0,125,271,4,1,29,0.0,3,3,13,14,1,101,5295
0,-82,146,1,1,16,1.0,2,0,13,14,0,542,5297
8,-34,127,2,1,13,1.0,4,2,13,14,0,647,5297
8,69,64,2,1,9,1.0,0,2,13,14,0,168,5297
4,-5,4,2,1,0,,4,1,13,14,0,41,5297
0,91,170,3,1,19,1.0,3,0,13,14,0,681,5297
4,26,11,3,1,2,0.0,4,1,13,14,0,344,5297
34,-138,7,3,1,13,0.0,1,0,13,14,0,212,5297
34,-43,67,3,1,7,0.0,4,2,13,14,0,174,5297
37,141,17,3,1,14,1.0,0,0,13,14,0,41,5297
0,-103,184,3,1,21,0.0,2,0,13,14,0,2,5297
41,-120,118,4,1,16,,2,0,13,14,0,346,5297
8,-146,101,4,1,17,1.0,1,0,13,14,0,273,5297
18,86,205,4,1,22,0.0,3,0,13,14,0,177,5297
0,228,6,4,1,22,0.0,0,4,13,14,0,15,5297
0,-160,230,4,1,28,0.0,2,3,13,14,0,12,5297
3,206,148,4,1,25,0.0,3,3,13,14,0,3,5297
34,75,55,1,1,9,1.0,0,2,13,14,0,664,5299
0,80,236,1,1,24,0.0,3,3,13,14,0,624,5299
32,2,101,1,1,10,1.0,4,2,13,14,0,506,5299
46,37,99,1,1,10,,4,2,13,14,0,398,5299
0,196,17,1,1,19,,0,0,13,14,0,267,5299
0,70,69,1,1,9,,0,2,13,14,0,176,5299
0,190,183,1,1,26,0.0,3,3,13,14,0,66,5299
31,-67,41,1,1,7,1.0,4,2,13,14,0,60,5299
18,100,56,2,1,11,0.0,0,0,13,14,0,587,5299
46,18,148,2,1,14,,4,0,13,14,0,414,5299
0,-75,56,2,1,9,1.0,1,2,13,14,0,378,5299
0,226,12,2,1,22,0.0,0,4,13,14,0,251,5299
0,171,-24,2,1,17,0.0,0,0,13,14,0,126,5299
0,-209,143,3,1,25,0.0,2,3,13,14,0,521,5299
46,20,30,3,1,3,0.0,4,1,13,14,0,470,5299
32,95,41,3,1,10,0.0,0,0,13,14,0,286,5299
0,-35,260,4,1,26,0.0,4,3,13,14,0,479,5299
2,20,-2,4,1,2,0.0,4,1,13,14,0,380,5299
0,-64,107,1,1,12,0.0,1,2,6,15,1,576,5656
0,61,126,1,1,13,,4,2,6,15,1,503,5656
5,15,7,1,1,1,1.0,4,1,6,15,1,293,5656
0,73,192,1,1,20,0.0,3,0,6,15,1,272,5656
0,-56,156,2,1,16,0.0,2,0,6,15,1,323,5656
0,37,48,2,1,6,,4,2,6,15,1,265,5656
0,-26,178,2,1,17,1.0,4,0,6,15,1,160,5656
0,-160,231,2,1,28,0.0,2,3,6,15,1,115,5656
0,-41,148,2,1,15,0.0,4,0,6,15,1,92,5656
18,-125,-11,2,1,12,,1,0,6,15,1,1,5656
4,-10,15,3,1,1,1.0,4,1,6,15,1,627,5656
0,198,-8,3,1,19,0.0,0,0,6,15,1,592,5656
18,83,115,3,1,14,,0,0,6,15,1,502,5656
0,10,41,3,1,4,1.0,4,2,6,15,1,270,5656
0,83,179,3,1,19,0.0,3,0,6,15,1,223,5656
0,65,72,3,1,9,0.0,0,2,6,15,1,80,5656
2,-5,26,4,1,2,1.0,4,1,6,15,1,427,5656
7,13,14,4,1,1,,4,1,6,15,1,413,5656
0,4,41,4,1,4,0.0,4,2,6,15,1,385,5656
16,21,17,4,1,2,,4,1,6,15,1,367,5656
8,-119,118,4,1,16,1.0,2,0,6,15,1,329,5656
20,2,50,4,1,5,1.0,4,2,6,15,1,291,5656
0,-224,140,4,1,26,0.0,2,3,6,15,1,266,5656
2,-4,26,4,1,2,1.0,4,1,6,15,1,158,5656
1,10,4,1,1,1,,4,1,6,15,1,555,5658
18,61,187,1,1,19,1.0,3,0,6,15,1,471,5658
0,47,63,1,1,7,0.0,4,2,6,15,1,435,5658
0,-78,121,1,1,14,1.0,1,2,6,15,1,349,5658
0,-75,189,1,1,20,0.0,2,0,6,15,1,243,5658
0,113,82,1,1,13,1.0,0,0,6,15,1,104,5658
32,157,3,1,1,15,1.0,0,0,6,15,1,71,5658
0,149,194,1,1,24,1.0,3,3,6,15,1,5,5658
0,-150,206,2,1,25,0.0,2,3,6,15,1,437,5658
0,138,148,2,1,20,1.0,3,0,6,15,1,401,5658
32,89,187,2,1,20,1.0,3,0,6,15,1,365,5658
0,-92,206,2,1,22,1.0,2,0,6,15,1,312,5658
5,-18,4,3,1,1,0.0,4,1,6,15,1,685,5658
18,100,134,3,1,16,1.0,3,0,6,15,1,675,5658
7,6,9,3,1,1,1.0,4,1,6,15,1,616,5658
0,141,246,3,1,28,0.0,3,3,6,15,1,507,5658
8,-158,6,3,1,15,1.0,1,0,6,15,1,452,5658
33,-10,14,3,1,1,1.0,4,1,6,15,1,267,5658
18,-191,83,3,1,20,0.0,1,0,6,15,1,216,5658
0,0,86,3,1,8,,4,2,6,15,1,155,5658
4,9,9,3,1,1,1.0,4,1,6,15,1,51,5658
0,167,301,3,1,34,0.0,3,3,6,15,1,1,5658
5,-27,3,4,1,2,0.0,4,1,6,15,1,390,5658
34,130,-5,4,1,13,,0,0,6,15,1,283,5658
0,-136,213,4,1,25,1.0,2,3,6,15,1,245,5658
0,83,246,4,1,25,,3,3,6,15,1,207,5658
0,-204,23,4,1,20,0.0,1,0,6,15,1,92,5658
2,2,6,4,1,0,0.0,4,1,6,15,1,54,5658
0,-64,184,4,1,19,0.0,2,0,6,15,1,36,5658
0,-153,60,1,1,16,,1,0,6,15,0,663,5661
33,-16,4,1,1,1,1.0,4,1,6,15,0,544,5661
0,-32,184,1,1,18,1.0,4,0,6,15,0,356,5661
0,-174,123,1,1,21,,1,0,6,15,0,181,5661
0,-196,42,1,1,20,0.0,1,0,6,15,0,148,5661
0,54,260,2,1,26,1.0,4,3,6,15,0,424,5661
0,34,187,2,1,19,0.0,4,0,6,15,0,376,5661
18,-134,93,2,1,16,0.0,1,0,6,15,0,349,5661
18,-231,-3,2,1,23,1.0,1,6,6,15,0,325,5661
0,-11,258,2,1,25,0.0,4,3,6,15,0,252,5661
34,-108,61,2,1,12,0.0,1,0,6,15,0,112,5661
0,21,263,2,1,26,0.0,4,3,6,15,0,3,5661
3,-2,50,3,1,5,0.0,4,2,6,15,0,675,5661
0,-218,160,3,1,27,0.0,2,3,6,15,0,569,5661
4,-5,17,3,1,1,0.0,4,1,6,15,0,452,5661
0,165,206,3,1,26,1.0,3,3,6,15,0,442,5661
4,-10,6,3,1,1,0.0,4,1,6,15,0,239,5661
0,13,89,3,1,8,0.0,4,2,6,15,0,84,5661
0,-185,258,3,1,31,0.0,2,3,6,15,0,2,5661
18,237,47,4,1,24,0.0,0,4,6,15,0,400,5661
0,-204,153,4,1,25,0.0,2,3,6,15,0,192,5661
0,47,255,4,1,25,0.0,4,3,6,15,0,40,5661
4,-8,14,4,1,1,,4,1,6,15,0,25,5661
0,12,31,1,1,3,0.0,4,1,6,15,0,669,5663
2,7,23,1,1,2,0.0,4,1,6,15,0,667,5663
4,6,28,1,1,2,0.0,4,1,6,15,0,453,5663
0,184,173,1,1,25,1.0,3,3,6,15,0,326,5663
4,-7,-3,1,1,0,1.0,4,1,6,15,0,270,5663
18,-161,63,1,1,17,,1,0,6,15,0,262,5663
18,-117,178,1,1,21,,2,0,6,15,0,155,5663
0,-171,94,1,1,19,0.0,1,0,6,15,0,124,5663
4,-11,-3,1,1,1,0.0,4,1,6,15,0,121,5663
25,-116,33,2,1,12,,1,0,6,15,0,337,5663
0,177,197,2,1,26,1.0,3,3,6,15,0,230,5663
0,65,249,2,1,25,0.0,4,3,6,15,0,102,5663
0,132,239,2,1,27,0.0,3,3,6,15,0,45,5663
0,-21,55,3,1,5,,4,2,6,15,0,625,5663
0,193,69,3,1,20,0.0,0,0,6,15,0,586,5663
8,-38,71,3,1,8,1.0,4,2,6,15,0,536,5663
0,15,56,3,1,5,0.0,4,2,6,15,0,465,5663
0,-202,142,3,1,24,0.0,2,3,6,15,0,400,5663
0,-37,131,3,1,13,1.0,4,2,6,15,0,332,5663
4,26,-2,3,1,2,1.0,4,1,6,15,0,110,5663
37,-109,260,4,1,28,0.0,2,3,6,15,0,382,5663
0,-105,11,4,1,10,0.0,1,0,6,15,0,364,5663
18,-15,60,4,1,6,0.0,4,2,6,15,0,307,5663
0,-4,91,4,1,9,1.0,4,2,6,15,0,198,5663
0,234,135,4,1,27,0.0,3,3,6,15,0,161,5663
0,-97,238,1,1,25,0.0,2,3,6,15,1,696,5665
2,-10,33,1,1,3,0.0,4,1,6,15,1,664,5665
0,-106,25,1,1,10,,1,0,6,15,1,521,5665
0,162,224,1,1,27,0.0,3,3,6,15,1,443,5665
32,-68,99,1,1,12,0.0,1,2,6,15,1,325,5665
8,0,30,1,1,3,1.0,4,1,6,15,1,245,5665
0,122,148,1,1,19,0.0,3,0,6,15,1,135,5665
0,-245,-14,1,1,24,0.0,1,6,6,15,1,114,5665
2,-11,22,1,1,2,1.0,4,1,6,15,1,59,5665
18,72,142,1,1,15,0.0,4,0,6,15,1,17,5665
4,-5,28,2,1,2,0.0,4,1,6,15,1,274,5665
0,-97,132,2,1,16,1.0,2,0,6,15,1,228,5665
36,7,12,2,1,1,1.0,4,1,6,15,1,4,5665
0,-177,132,3,1,22,1.0,2,0,6,15,1,693,5665
0,-16,183,3,1,18,0.0,4,0,6,15,1,560,5665
18,-149,-16,3,1,14,0.0,1,0,6,15,1,530,5665
0,54,107,3,1,11,,4,2,6,15,1,425,5665
4,-7,20,3,1,2,1.0,4,1,6,15,1,240,5665
41,2,37,3,1,3,1.0,4,1,6,15,1,206,5665
0,-168,205,3,1,26,1.0,2,3,6,15,1,183,5665
2,1,22,4,1,2,0.0,4,1,6,15,1,707,5665
41,-76,17,4,1,7,0.0,4,2,6,15,1,671,5665
18,-52,112,4,1,12,1.0,4,2,6,15,1,665,5665
4,0,28,4,1,2,,4,1,6,15,1,623,5665
0,-139,231,4,1,26,0.0,2,3,6,15,1,562,5665
0,0,260,4,1,26,,4,3,6,15,1,285,5665
0,-128,241,4,1,27,1.0,2,3,6,15,1,153,5665
0,-108,239,4,1,26,1.0,2,3,6,15,1,85,5665
0,239,7,4,1,23,,0,4,6,15,1,59,5665
25,-34,30,4,1,4,0.0,4,2,6,15,1,28,5665
0,106,252,4,1,27,0.0,3,3,6,15,1,20,5665
0,-183,184,4,1,25,0.0,2,3,6,15,1,5,5665
0,-190,80,1,1,20,0.0,1,0,6,15,0,631,5667
0,-56,197,1,1,20,,4,0,6,15,0,617,5667
0,-7,205,1,1,20,,4,0,6,15,0,505,5667
0,132,129,1,1,18,0.0,3,0,6,15,0,397,5667
0,32,56,1,1,6,,4,2,6,15,0,320,5667
0,163,156,1,1,22,1.0,3,0,6,15,0,124,5667
0,106,138,1,1,17,1.0,3,0,6,15,0,50,5667
0,185,187,1,1,26,0.0,3,3,6,15,0,31,5667
0,-212,151,2,1,26,1.0,2,3,6,15,0,502,5667
0,140,119,2,1,18,0.0,3,0,6,15,0,426,5667
0,10,151,2,1,15,1.0,4,0,6,15,0,296,5667
12,2,15,2,1,1,1.0,4,1,6,15,0,267,5667
0,37,254,2,1,25,0.0,4,3,6,15,0,172,5667
0,181,186,3,1,25,0.0,3,3,6,15,0,564,5667
4,7,0,3,1,0,1.0,4,1,6,15,0,425,5667
8,-127,149,3,1,19,1.0,2,0,6,15,0,392,5667
34,-168,45,3,1,17,1.0,1,0,6,15,0,339,5667
34,-141,23,3,1,14,0.0,1,0,6,15,0,161,5667
5,17,3,3,1,1,1.0,4,1,6,15,0,132,5667
0,127,89,3,1,15,0.0,0,0,6,15,0,103,5667
0,146,11,3,1,14,1.0,0,0,6,15,0,30,5667
8,143,93,4,1,17,1.0,0,0,6,15,0,668,5667
18,-109,142,4,1,17,,2,0,6,15,0,600,5667
0,54,222,1,1,22,0.0,4,0,6,15,1,589,5669
0,-87,96,1,1,12,1.0,1,0,6,15,1,512,5669
2,13,7,1,1,1,1.0,4,1,6,15,1,111,5669
0,-67,31,1,1,7,0.0,4,2,6,15,1,26,5669
0,-18,75,2,1,7,0.0,4,2,6,15,1,537,5669
2,-16,7,2,1,1,0.0,4,1,6,15,1,226,5669
25,-127,61,2,1,14,0.0,1,0,6,15,1,177,5669
0,-193,160,2,1,25,1.0,2,3,6,15,1,155,5669
0,-75,203,3,1,21,,2,0,6,15,1,707,5669
4,15,14,3,1,2,0.0,4,1,6,15,1,655,5669
34,-71,63,3,1,9,1.0,1,2,6,15,1,649,5669
2,0,14,3,1,1,1.0,4,1,6,15,1,580,5669
33,-8,22,3,1,2,1.0,4,1,6,15,1,442,5669
2,-7,22,3,1,2,0.0,4,1,6,15,1,414,5669
0,-87,148,4,1,17,,2,0,6,15,1,439,5669
37,225,107,4,1,24,1.0,3,3,6,15,1,48,5669
0,81,50,1,1,9,0.0,0,0,31,15,0,254,5671
0,-149,55,1,1,15,0.0,1,0,31,15,0,80,5671
0,206,1,1,1,20,1.0,0,0,31,15,0,23,5671
0,20,250,2,1,25,1.0,4,3,31,15,0,375,5671
0,-142,225,2,1,26,0.0,2,3,31,15,0,336,5671
2,-13,0,2,1,1,1.0,4,1,31,15,0,315,5671
0,209,3,2,1,20,0.0,0,0,31,15,0,57,5671
0,62,151,3,1,16,0.0,3,0,31,15,0,679,5671
34,56,124,3,1,13,,4,2,31,15,0,628,5671
8,-100,3,3,1,10,0.0,1,0,31,15,0,592,5671
0,151,102,3,1,18,1.0,0,0,31,15,0,474,5671
0,152,94,3,1,17,0.0,0,0,31,15,0,365,5671
2,17,0,3,1,1,1.0,4,1,31,15,0,253,5671
0,204,123,3,1,23,0.0,3,3,31,15,0,215,5671
41,0,71,3,1,7,1.0,4,2,31,15,0,171,5671
0,48,52,3,1,7,0.0,4,2,31,15,0,113,5671
18,-152,3,3,1,15,0.0,1,0,31,15,0,71,5671
34,-11,138,3,1,13,1.0,4,2,31,15,0,47,5671
33,0,11,1,1,1,0.0,4,1,31,15,0,672,5673
